"","created_at","screen_name","text"
"223",2020-10-04,"AzerbaijanMFA","1 civilian killed and 4 injured as the result of the missile strike by the #Armenia/n army on dense residential areas of #Ganja, the 2nd largest city of #Azerbaijan, 60 km away from the Armenian border. Evidence of heavy damage to the city.

#StopArmenianAggression 
#WarCrimes https://t.co/oSuhkANUuq"
"224",2020-10-04,"AzerbaijanMFA","Results of Armenia's massive missile attacks against dense residential areas in Ganja city. Azerbaijan retains its right to take adequate measures against legitimate military targets to defend civilians and enforce Armenia to peace. 4 new missile just hit Ganja. https://t.co/GInYCJyJc6"
"225",2020-10-04,"AzerbaijanMFA","URGENT❗ #Ganja city of #Azerbaijan , (60 km from the frontline) is under missile attack from #Armenia.

#StopArmenianAggression
#StopAttackingCivilians
#StopArmenianTerrorism
#KarabakhIsAzerbaijan"
"226",2020-10-04,"AzerbaijanMFA","#ArmenianArmedForces continue shelling civilians &amp; civilian infrustructure in #Terter and #Beylegan districts, as well as #Ganja city of #Azerbaijan. As of now 22 people were killed, 74 are injuried. 

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan"
"227",2020-10-04,"AzerbaijanMFA","❗️#Tartar and #Horadiz districts of #Azerbaijan are under missile attack by armed forces of #Armenia located in the occupied #Khankendi. 

#StopArmenianAggression
#StopAttackingCivilians
#KarabakhIsAzerbaijan"
"228",2020-10-03,"AzerbaijanMFA","Today #Azerbaijan’s Army has liberated Talish village of Terter district, Mehdili, Chaxirli, Ashagi Maralyan, Sheybey and Guyjag of Jabrayil district, and Ashagi Abdurrahmanli of Fizuli district. 
#Karabakh is #Azerbaijan!"
"229",2020-10-03,"AzerbaijanMFA","Today #Azerbaijan’s Army hoisted our flag over Madagiz. #Madagiz is ours. #Karabakh is #Azerbaijan!"
"230",2020-10-03,"AzerbaijanMFA","#Armenian #terror continues as #Azerbaijan intensify destruction of Armenian armed forces in Azerbaijanian occupied territories.

#KarabakhisAzerbaijan 
#LongLiveAzerbaijan
#LongLiveAzerbaijanArmy
#StopArmenianOccupation 
#StopArmenianAgression https://t.co/isPm5nLx3Q"
"231",2020-10-03,"AzerbaijanMFA","#Armenia and #Armenian #Diaspora organizations bear international legal liability for organizing #terrorist activities against #Azerbaijan and its #civilians.

Press Release of the Press Service Department of the MFA of the Republic of Azerbaijan: https://t.co/Ed5VvK7TI9. https://t.co/ryksG3ncwL"
"232",2020-10-03,"AzerbaijanMFA","We call on journalists to avoid visiting the temporarily #occupiedterritories of #Azerbaijan and to strictly follow the rules and regulations of the Republic of Azerbaijan related to the accreditation of foreign media.

Press-release: https://t.co/hvB7OoX4hS. https://t.co/slEt1q2Rs6"
"233",2020-10-03,"AzerbaijanMFA","Armed Forces of #Armenia continue deliberate and indiscriminate shelling the #Azerbaijan/i civilians and civilian infrastructure.

#StopArmenianAggression 
#CirmesAgainstHumanity
#WarCrimes https://t.co/XusRH8ZS6G"
"234",2020-10-02,"AzerbaijanMFA","""#Armenia is not interested in resolving the conflict through negotiations and is trying to annex the occupied territories.""

Press-Release on the statement of the @OSCE #MinskGroup Co-Chairs: https://t.co/psM8982vR6."
"235",2020-10-02,"AzerbaijanMFA","#Shamkir, #Tovuz &amp; #Barda regions of #Azerbaijan have been under artillery &amp; rocket fire by the armed forces of #Armenia since afternoon today.

#Armenia, purposefully targeting civilians continue to grossly violate the norms of intl. #humanitarianlaw.

🔗https://t.co/bFMstRyHkf https://t.co/u6wDXtqgl0"
"236",2020-10-02,"AzerbaijanMFA","To the #ATTENTION of the #International #Community!

From the territory of Armenia Tochka-U tactical missiles fired to Sabirkend settlement of Shamkir/Azerbaijan. 

#LongLiveAzerbaijan
#LongLiveAzerbaijanArmy
#KarabakhisAzerbaijan  
#StopArmenianOccupation"
"237",2020-10-02,"AzerbaijanMFA","#INFORMATION of the #MOD Azerbaijan

The #Armenian armed force's #Arty units shelling Amirli  village of the Barda region, Aghdam village of the Tovuz region, and Guzanli village of the Aghdam #region.

All are civilian settlements

#LongLiveAzerbaijan
#LongLiveAzerbaijanArmy"
"238",2020-10-02,"AzerbaijanMFA","Armed Forces of #Armenia continue deliberate and indiscriminate shelling the #Azerbaijan/i civilians and civilian infrastructure.

#StopArmenianAggression 
#CirmesAgainstHumanity
#WarCrimes https://t.co/8Oj8OGT5Hl"
"239",2020-10-02,"AzerbaijanMFA","28 years passed since the #occupation  of #Khojavend district of #Azerbaijan by the armed forces of #Armenia.

All the occupied lands of Azerbaijan, including Khojavend will be liberated! 

#StopArmenianOccupation
#StopArmenianAggression 
#JusticeforAzerbaijan https://t.co/iU2nLc2i9G"
"240",2020-10-01,"AzerbaijanMFA","Minister of Foreign Affairs of the Republic of #Azerbaijan @Bayramov_Jeyhun had a telephone conversation with @LuigiDiMaio, the Minister of Foreign Affairs and International Cooperation of #Italy.
⬇️⬇️⬇️
https://t.co/ii0eeczH50 https://t.co/wiJXZriuWG"
"241",2020-10-01,"AzerbaijanMFA","#Armenia organizes visits of #journalists to the area of military operations, hence endangering the lives of foreign journalists and grossly violating international #humanitarianlaw.

@UNHumanRights @UNOCHA @hrw @ECHR_CEDH @ICRC
Read more➡️https://t.co/No1SfNxGeC"
"242",2020-10-01,"AzerbaijanMFA","Local and international #reporters are under attack by the Armed Forces of #Armenia.

No respect for #internationalLaw at all❗
#Journalist safety in conflict zones ‼️

@UNHumanRights @UNOCHA @hrw @ECHR_CEDH @ICRC 

@TvIctimai on 29.09.2020 in #Tartar's #Gapanly🇦🇿 village👇 https://t.co/wnRkML3DSQ"
"243",2020-10-01,"AzerbaijanMFA","There are numerous facts on the use of #terrorist groups and mercenaries in military operations during the occupation of the #NagornoKarabakh and surrounding regions of #Azerbaijan by #Armenia.

Read more: https://t.co/FKtrFuKHH7"
"244",2020-10-01,"AzerbaijanMFA","Video showing residential area along the frontline, shelled with the use of artillery of different calibers by Armenian armed forces.

#Armenia openly &amp; purposefully #targets the #civilian population and civilian objects of 🇦🇿!

@UNHumanRights @CommissionerHR @UNOCHA @ECHR_CEDH https://t.co/xVgMA9GaQm"
"245",2020-09-30,"AzerbaijanMFA","#Armenia involved #terrorists &amp; mercenaries from foreign countries, especially from the #MiddleEast, during the occupation of #NagornoKarabakh &amp; surrounding regions of #Azerbaijan, as well as in the following acts of #aggression against our country.

More: https://t.co/xcWTtaNabe"
"246",2020-09-30,"AzerbaijanMFA","On September 30, 2020, the Minister of Foreign Affairs of the Republic of Azerbaijan Jeyhun Bayramov had a telephone conversation with the Minister of Foreign Affairs of the Russian Federation Sergey Lavrov.
⬇️⬇️⬇️
https://t.co/HKS8AlEimN https://t.co/93ulRLo3xO"
"247",2020-09-30,"AzerbaijanMFA","Today the Minister of Foreign Affairs of the Republic of #Azerbaijan Jeyhun Bayramov met with the Minister of Foreign Affairs of the Kingdom of #Sweden Ann Linde in a video-conference format.
⬇️⬇️⬇️
https://t.co/4Wm5jkTnsw https://t.co/qsOTCo8c1m"
"248",2020-09-30,"AzerbaijanMFA","New civilian casualties reported from #Tartar city today. Shelling and targeting civilians by Armenian armed forces continue. 

#StopArmenianAgression
#StopWarCrimes

@UNHumanRights @CommissionerHR @UNOCHA @ECHR_CEDH https://t.co/7Ar8JeyufK"
"249",2020-09-30,"AzerbaijanMFA","The statements made by the Foreign Ministry of Armenia about Turkey's participation in the recent tensions in the region are false and provocative.
⬇️⬇️⬇️
https://t.co/EpgBx6N87X"
"250",2020-09-30,"AzerbaijanMFA","Armed Forces of the Republic of #Azerbaijan🇦🇿 fully and strictly observe the international #humanitarianlaw, and do not target in any form the civilian population and civilian objects. @ECHR_CEDH @UNHumanRights @CommissionerHR @UNOCHA 
⬇️⬇️⬇️
https://t.co/y3l0BSTNd8"
"251",2020-09-30,"AzerbaijanMFA","#Azerbaijan reiterates that the military occupation of the territory of 🇦🇿 does not represent a solution &amp; will never produce a political outcome desired by #Armenia.

Statement by the Delegation of the Republic of Azerbaijan at the Special Meeting of the @OSCE Permanent Council: https://t.co/FMZktYD3Wj"
"252",2020-09-29,"AzerbaijanMFA","As part of #occupation policy of #Armenia this #aggressor state resorted again to #violence &amp; #terrorism against 🇦🇿 civilians.

We strongly condemn murder of 2 innocent schoolchildren by armed forces of Armenia &amp; demand to stop #warcrimes against 🇦🇿 civilians.

#StopAggression https://t.co/dmjJoGcngR"
"253",2020-09-29,"AzerbaijanMFA","As a result of artillery fire of Armenian armed forces on 27 September the family of 5 persons died in #Naftalan district of #Azerbaijan. #Armenia indiscriminately targets civilians. Aggressor Armenia bears full responsibility for war crimes committed against Azerbaijanis. https://t.co/JyM7bSp5sL"
"254",2020-09-29,"AzerbaijanMFA","#OIC General Secretariat is following with deep concern the aggression by Republic of #Armenian forces against the Republic of #Azerbaijan’s forces in several locations on the territory of the Republic of #Azerbaijan, violating the ceasefire &amp; leaving behind civilian casualties. https://t.co/DSxJCgBfB5"
"255",2020-09-29,"AzerbaijanMFA","Remaining faithful to its customs, Armenia doesn’t give up on turning the European Court into a tool in its political games and using this exclusively legal ground for its dirty political purposes.
⬇️⬇️⬇️
https://t.co/QjuL4llFWp"
"256",2020-09-29,"AzerbaijanMFA","On September 28, 2020, Foreign Minister @Bayramov_Jeyhun had a telephone conversation with @Morton_Wendy, Parliamentary Under-Secretary of State, Minister for European Neighborhood and the Americas of the #UnitedKingdom.
⬇️⬇️⬇️
https://t.co/4wXUPp6Q1w https://t.co/8yM2ttVJd6"
"257",2020-09-29,"AzerbaijanMFA","With its illegal grab of #Azerbaijan’s land, #Armenia is the root cause of instability in the region. Instead of resorting to false narratives to distort history, it should respect #UN and #OSCE Resolutions and put an end to its illegal occupation."
"258",2020-09-28,"AzerbaijanMFA","Foreign Minister @Bayramov_Jeyhun received a copy of the credentials of the newly appointed Ambassador of the Islamic Republic of #Pakistan to the Republic of #Azerbaijan @BilalHayee.
⬇️⬇️⬇️
https://t.co/eMQjKOWKjM https://t.co/5IZrUY14rI"
"259",2020-09-28,"AzerbaijanMFA","Enemy units, which suffered heavy losses as a result of accurate artillery fire, were forced to withdraw from their firing positions.

LONG LIVE THE POWERFUL AZERBAIJANI ARMY !!! 🇦🇿🇦🇿🇦🇿
⬇️⬇️⬇️
https://t.co/suAlXEx5uP https://t.co/izG8bjWwc9"
"260",2020-09-28,"AzerbaijanMFA","Units of the #Azerbaijan #Army 🇦🇿, moving from the high grounds and advantageous positions liberated from the Armenian armed forces, continue the counter-attack to consolidate the achieved success.
⬇️⬇️⬇️
https://t.co/CqHViII7dw https://t.co/X69KOaKUGb"
"261",2020-09-28,"AzerbaijanMFA","The use of #terrorist means against civilians and once again gross #violation of international #humanitarianlaw by shelling civilians in the city of #Tartar🇦🇿 has been demonstrated by #Armenia.
⬇️⬇️⬇️
https://t.co/x9MkgZy4Tw"
"262",2020-09-28,"AzerbaijanMFA","#Armenia is targeting innocent #Azerbaijani civilians. #StandWithAzerbaijan #StandWithJustice #Azerbaijan #KarabakhisAzerbaijan  https://t.co/p5MJqNXPyP"
"263",2020-09-28,"AzerbaijanMFA","On September 27, 2020, Foreign Minister @Bayramov_Jeyhun had a telephone conversation with Foreign Minister of #Estonia @UrmasReinsalu.
⬇️⬇️⬇️
https://t.co/9dj9XR8qhl https://t.co/HnwLVGHYlu"
"264",2020-09-28,"AzerbaijanMFA","On September 27, 2020, Foreign Minister @Bayramov_Jeyhun had a telephone conversation with the Foreign Minister of the Islamic Republic of #Iran Mohammad @JZarif.
⬇️⬇️⬇️
https://t.co/rQOJKFeJYY"
"265",2020-09-28,"AzerbaijanMFA","Armenia, purposefully violating the norms &amp; principles of international law, in particular international humanitarian law &amp; the Geneva Conventions of 1949, is deliberately targeting the civilian population population &amp; infrastructure of Azerbaijan.
⬇️⬇️⬇️
https://t.co/HczsbUJb17"
"266",2020-09-27,"AzerbaijanMFA","A telephone conversation took place between the Minister of Foreign Affairs of the Republic of #Azerbaijan @Bayramov_Jeyhun and the #EU High Representative for Foreign Affairs and Security Policy @JosepBorrellF.
⬇️⬇️⬇️
https://t.co/7QAoSbEt50 https://t.co/XLQG95ITrr"
"267",2020-09-27,"AzerbaijanMFA","A telephone conversation took place between @Bayramov_Jeyhun, the Minister of Foreign Affairs of the Republic of #Azerbaijan and @ToivoKlaar, the #EU Special Representative for the #SouthCaucasus.
⬇️⬇️⬇️
https://t.co/xsiEDGDBKL https://t.co/0rJoMB7Ctp"
"268",2020-09-27,"AzerbaijanMFA","The telephone conversation took place between Foreign Minister Jeyhun Bayramov and Sergey Lavrov, the Minister of Foreign Affairs of the Russian Federation.
⬇️⬇️⬇️
https://t.co/7nEPEiYKPq https://t.co/iyHQZ1vfTq"
"269",2020-09-27,"AzerbaijanMFA","The new act of #aggression by #Armenia against #Azerbaijan is the continuation of the latest provocations of the Armenian side, as well as the provocative statements and activities of  Armenian leadership.
⬇️⬇️⬇️
https://t.co/Pi5vIbVqHx"
