"","created_at","screen_name","text"
"208",2020-10-04,"MFAofArmenia","Spox of @ArmeniaMODTeam @ShStepanyan:“The Azerbaijani side, w/no single evidence, now claims that Armed Forces of #Armenia have deliberately  targeted #Khizi &amp; #Absheron regions. This is another lie, which obviously proves that #Azerbaijan is preparing ground for provocation.”"
"209",2020-10-04,"MFAofArmenia","During phone conversation w/High Rep @JosepBorrellF FM @ZMnatsakanyan expressed deep concern over #Turkey's involvement in AZ aggression, including thrgh deployment of foreign #terrorist fighters which bears threat of undermining reg security &amp; escalating into full-scale reg war. https://t.co/4DqBg0j6N3"
"210",2020-10-04,"MFAofArmenia","Deliberate targeting of civilian population &amp; infrastructure of #Artsakh by military-political leadership of #Azerbaijan is a gross violation of international #humanitarianlaw, and the latter will bear full responsibility for this war crime. https://t.co/nvFF5gwiS6"
"211",2020-10-04,"MFAofArmenia","#Azerbaijan, together w/#Turkey, &amp; w/massive involvement of foreign terrorist fighters from #MiddleEast, continues large-scale hostilities against Republic of #Artsakh. #Stepanakert &amp; #Martakert are attacked w/use of long-range missiles &amp; involvement of air force. https://t.co/nCnPVBE7YT"
"212",2020-10-04,"MFAofArmenia","The Ministry of Defense of the Republic of #Armenia formally declares that no fire of any kind is being opened from the territory of Armenia in the #Azerbaijan’s direction."
"213",2020-10-03,"MFAofArmenia","PM @NikolPashinyan's high-spirited speech addressing the united &amp; brave #Armenian nation: ""Jointly we are going to break the backbone of the attacking adversary so that it never, never again stretches its arms towards us, the arms that are covered with blood."" #ՀԱՂԹԵԼՈՒԵՆՔ https://t.co/z8q0z9mBV2"
"214",2020-10-03,"MFAofArmenia","#Armenia will take all necessary means &amp; steps to prevent those mass atrocities. Political-mil leadership of #Azerbaijan will pay high price for committing such grave crimes against Armenians of #Artsakh, for importing #terrorists to region &amp; for undermining regional security. https://t.co/7GTKsTjYrJ"
"215",2020-10-03,"MFAofArmenia","Christian Unie says ""Enough is enough"": #Turkey and #Azerbaijan must held accountable for aggression and severe economic sanctions must follow if bloodshed isn't stopped immediately. https://t.co/eEbnfJONjL"
"216",2020-10-03,"MFAofArmenia","Note in reply to Azerbaijan on recent armed aggression against Nagorno-Karabakh https://t.co/cmeGJWlV7G"
"217",2020-10-02,"MFAofArmenia","Provision of modern weapons by #Israel to #Azerbaijan is unacceptable. We have repeatedly informed our Israeli counterparts about this. It is especially painful at time when Azerbaijan, w/support of #Turkey, is carrying out large-scale aggression against #Artsakh &amp; #Armenia. https://t.co/or6GeDzhLL"
"218",2020-10-02,"MFAofArmenia","“This is not just an attack against the #Armenians, but also an attack against basic norms of humanity, an attack against what the @UN stands for.” Interview of the Permanent Representative of #Armenia 🇦🇲 to the United Nations Mher Margaryan to @arabnews https://t.co/2upWevt1OI"
"219",2020-10-02,"MFAofArmenia","#Azerbaijan criticizes #OSCE MGCC actions &amp; questions its effectiveness, pursuing geopolitical goal, aimed at strengthening #Turkey’s role in #SouthCaucasus.They're turning into Turkey’s proxy state &amp; w/other proxy states are taking steps to undermine regional #peace &amp; #security. https://t.co/bW5FgJ8nEs"
"220",2020-10-02,"MFAofArmenia","Spox Anna @naghdalyan:""Turkish mercenaries are used to project interests of leadership of #Turkey, &amp; export their influence to neighbouring regions. Presence of those terrorists will transform region &amp; #Azerbaijan itself into theatre of further bloodshed.""
https://t.co/RrELhCbNai"
"221",2020-10-02,"MFAofArmenia","“Upon decoding #Israeli-made “Tadiran” radio station found with killed #Azerbaijani officer,  #Karabakh Defense Army discovered that the groups in mentioned [some] directions of the conflict zone are coordinated mainly in #Arabic” - deputy commander of #Artsakh Defense Army"
"222",2020-10-02,"MFAofArmenia","#Azerbaijan armed forces resorted to perpetration of mass atrocities against #Artsakh's civilian population. We strongly condemn crime of Azerbaijani-#Turkish alliance &amp; reiterate our determination together w/Artsakh authorities to neutralize existential threat to Artsakh ppl. https://t.co/qBrqEpMrKb"
"223",2020-10-02,"MFAofArmenia","During video-call w/FM of #Greece @NikosDendias, FM @ZMnatsakanyan briefed situation resulting from Azerbaijan’s large-scale aggression, stressed deliberate targeting of civilian population by #Azerbaijan. Sides expressed concern over #Turkey's destabilizing policy in region. https://t.co/MUhXJMcd0t"
"224",2020-10-02,"MFAofArmenia","Hours from statement of #OSCE MGCC country leaders on cessation of hostilities #Azerbaijan has opted for further escalation. #Armenia views this attempt to undermine reg security provoked &amp; supported by #Turkey as response to efforts &amp; calls of intl community to establish #peace. https://t.co/RZT3AGm0il"
"225",2020-10-02,"MFAofArmenia","We welcome fact that MGCC at level of their leaders reacted to use of force in #NagornoKarabakh conflict zone by way of strong condemnation. #Armenia has been consistently rejecting &amp; condemning threat or use of force by #Azerbaijan &amp; direct involvement of #Turkey in hostilities. https://t.co/GNW0TFAhMh"
"226",2020-10-01,"MFAofArmenia","Press briefing of the Ombudsman and Spokesperson of the Ministry of Foreign Affairs
https://t.co/OjI5JdLmv1"
"227",2020-10-01,"MFAofArmenia","Urgent❗️: 2 reporters (citizens of #France) from @lemondefr got injured in #Martuni region of #Artsakh from #Azerbaijani bombardment. They are being transported to the hospital."
"228",2020-10-01,"MFAofArmenia","FM @ZMnatsakanyan to @SkyNews: ""#Turkey is transferring armaments, terrorist fighters to #Azerbaijan recruited from parts of #Syria &amp; #Libya. They are fighting our ppl today. They are used against our ppl. Turkey is destabilizing party to this conflict.""
https://t.co/kB1i8bhagA https://t.co/bSxz7rmq9A"
"229",2020-10-01,"MFAofArmenia","❗According to incoming reports, militants from illegal armed units are being moved to the #NagornoKarabakh conflict zone. We urge the leaders of the interested states to take effective measures to prevent the use of foreign terrorists and mercenaries. https://t.co/33gynQnTPH https://t.co/18gqstDTqe"
"230",2020-10-01,"MFAofArmenia","#Turkey has been unilaterally supporting #Azerbaijan; transferring armaments; recruiting &amp; transferring #terrorist fighters from parts of #Syria they control and #Libya. They are fighting our people today."
"231",2020-09-30,"MFAofArmenia","During phone call w/FM of #Sweden @AnnLinde, FM @ZMnatsakanyan presented situation resulting from aggression of #Azerbaijan against #Artsakh, targeting &amp; shelling of civilian population &amp; infrastructure. Expressed concern over #Turkey’s blatant mil-political support to Azerbaijan https://t.co/RxCxDumh0y"
"232",2020-09-30,"MFAofArmenia","#Armenian del at #OSCE #FSC 2day: Military exercises conducted w/out prior notification by🇦🇿 as well as unnotified joint 🇹🇷-🇦🇿 mil exercises held for last several years were early warning signs of🇦🇿's preparation for another large-scale aggression, which it launched on Sept. 27 https://t.co/2ZjfqT48U7"
"233",2020-09-30,"MFAofArmenia","Permanent Rep of #Armenia @ArmenS_Papikyan at Special meeting of @OSCE Permanent Council to discuss situation in #NagornoKarabakh:“Peoples of the region are paying excessively high price for this military adventure by authoritarian leader of #Azerbaijan.” https://t.co/BsdnRUNqPt"
"234",2020-09-30,"MFAofArmenia","Since appearing in #Azerbaijan, #Turkish air forces have been carrying out provocative flights along line of contact btw #Artsakh &amp; Azerbaijan. Provocative actions of Turkish armed forces seriously undermine reg security &amp; hinder efforts of intl community to cease hostilities. https://t.co/Br9lLRF5jb"
"235",2020-09-29,"MFAofArmenia","Ambassador of #Armenia to #US @VaruzhanN  delivered remarks regarding escalation in #Azerbaijan-#Artsakh Line of Contact and state border with #Armenia. https://t.co/0mwxEjH2P4"
"236",2020-09-29,"MFAofArmenia","FM @ZMnatsakanyan held phone conversations w/Minister for European Neighborhood &amp; Americas @morton_wendy, &amp; his counterparts @SchallenbergA🇦🇹, @edgarsrinkevics🇱🇻, @ministerBlok🇳🇱. Discussed situation in #Artsakh-#Azerbaijan line of contact, #Turkey's destabilizing role in region. https://t.co/MvI6PCOkIV"
"237",2020-09-29,"MFAofArmenia","Ministerial meeting of the UN Alliance of Civilizations @UNAOC: “Amidst pandemic, #Azerbaijan w/ the support of #Turkey has launched preplanned large-scale military offensive along the entire line of contact between #NagornoKarabakh and Azerbaijan, with a clear genocidal intent”: https://t.co/isEKBOrWTK"
"238",2020-09-29,"MFAofArmenia","Comments to #Respublika online #Lithuania/n portal on #NagornoKarabakh situation. ""There is a clear aggressor, i.e.#Azerbaijan. If an attempt is made to compare the aggressor with its victim,then we can't have any progress,as the aggressor feels impunity.""
https://t.co/50cUASgDsi https://t.co/Ei1JTdFzUn"
"239",2020-09-29,"MFAofArmenia","Letter of FM @ZMnatsakanyan to #UN SG @antonioguterres:""As guarantor of security of people of #Artsakh, #Armenia will take all necessary measures to protect inalienable rights of Artsakh's people &amp; will give adequate response to #Azerbaijan'i aggression.""

https://t.co/8QwQqLIgN8 https://t.co/4nmvGmFVWu"
"240",2020-09-29,"MFAofArmenia","Accumulation of #Turkish-#Azerbaijani groups on border of the #CSTO member state can not but worry us. We are determined to resist with all our capacities and neutralize the intentions of this Turkish-Azerbaijani alliance”, the Representative of #Armenia noted.
@CSTO_ODKB https://t.co/gudB1VSSOx"
"241",2020-09-29,"MFAofArmenia","Defense forces of #NagornoKarabakh are left w/little option but to defend themselves, as they're confronting attacks by #Azerbaijan across line of contact. Our priority is to repel attacks of Azerbaijan &amp; to compel them to come back to negotiating table.
https://t.co/haf9g8vf5o"
"242",2020-09-29,"MFAofArmenia","Amb @VaruzhanN interview on the  large scale #aggression by Azerbaijan against #Artsakh #NagornoKarabakh 
https://t.co/H7GEmhUZzA"
"243",2020-09-29,"MFAofArmenia","AZ forces attacked civilian-mil infrastructure in #Vardenis, as result of which one civilian was killed. In contempt of calls of intl community to end hostilities, #Azerbaijan, w/active political-mil support of #Turkey, expands geography of hostilities to territory of #Armenia. https://t.co/eCVsbtXLa1"
"244",2020-09-29,"MFAofArmenia","Accusations of Ministry of Defense of #Azerbaijan against Armenia on shelling of #Dashkesan region of Azerbaijan from #Vardenis region of #Armenia is absolutely false &amp; is aimed at preparing grounds for expanding geography of hostilities, including aggression against Armenia. https://t.co/fQckVbSock"
"245",2020-09-28,"MFAofArmenia","PM Nikol Pashinyan had a phone conversation with FRG Chancellor Angela Merkel. PM urged Angela Merkel to make every effort to curb #Turkey's destabilizing stance. German Chancellor stressed that there is no alternative to a peaceful settlement of the #NagornoKarabakh conflict. https://t.co/EF2fWuatVJ"
"246",2020-09-28,"MFAofArmenia","PM Nikol Pashinyan held a phone conversation with @antonioguterres. PM stressed the fact that the war has been unleashed by Azerbaijan. The @UN Secretary General expressed deep concerns over the situation, emphasizing the importance of resuming peace. https://t.co/knQhbeSgrZ"
"247",2020-09-28,"MFAofArmenia","At meeting w/Heads of dip missions in #Armenia, FM @ZMnatsakanyan presented LoC between #Artsak &amp; Azerbaijani, targeting of civilian population by #Azerbaijan. Stressed #Turkey's destabilizing policy towards security &amp; stability in #SouthCaucasus. https://t.co/GdP2ePRNZw"
"248",2020-09-28,"MFAofArmenia","Holding #Azerbaijan accountable is the most effective mechanism to ensure Azerbaijan’s compliance with its obligations. Int recognition of #Artsakh is the most efficient in the toolkit available to int community for maintaining regional #peace &amp; #security.
https://t.co/CStcS90tJi https://t.co/skQ1ruZYs5"
"249",2020-09-28,"MFAofArmenia","Civilians are a target of the #Azerbaijan aggression against #NagornoKarabakh, but nothing will ever break the resolve and strong spirit of the people of #Artsakh to live a free &amp; dignified life on their land. https://t.co/r94fygewcb"
"250",2020-09-28,"MFAofArmenia","FM @ZMnatsakanyan to @AlArabiya_Eng:""Turkey has positioned itself in very aggressive way against #Armenia &amp; #NagornoKarabakh. We have been receiving disturbing reports about recruitment of #terrorists from areas, which are controlled by #Turkey in #Syria.""
https://t.co/9xF2a7rex2 https://t.co/0unYqIRb5X"
"251",2020-09-28,"MFAofArmenia","#Turkey, which annihilated #Armenians in their historical homeland &amp; up until now justifies that crime, supports #Azerbaijan to carry out same genocidal acts in #SouthCaucasus. This genocidal Turkish-Azerbaijani alliance is serious threat to the region.
https://t.co/EegVe8bOO4 https://t.co/7zNI7tXqls"
"252",2020-09-28,"MFAofArmenia","We have been &amp; remain committed to peaceful resolution of #NK conflict. What we have unfortunately been dealing w/is absolutely maximalist position of #Azerbaijan which denies any recognition of interest &amp; concerns of ppl of #NagornoKarabakh &amp; its authorities &amp; ppl of #Armenia."" https://t.co/xADGubiVMi"
"253",2020-09-28,"MFAofArmenia","FM @ZMnatsakanyan:""Armenian people, #Armenian Armed Forces, Armenian state has been &amp; remain as the guarantor of security of #NagornoKarabakh. We are absolutely confident &amp; determined to repel this aggression &amp; to stand very firm for the freedom of the people of #Nagornokarabakh. https://t.co/0UlpNZbAgs"
"254",2020-09-28,"MFAofArmenia","FM @ZMnatsakanyan to @France24_en: ""We repeat, once again, there were many proposals to establish very precise risk-reduction, investigative, ceasefire-regime-strengthening mechanisms, which were strictly denied, because use of force has been exactly instrument of #Azerbaijan."" https://t.co/NScX2ASrJ2"
"255",2020-09-28,"MFAofArmenia",".@ShStepanyan: During night battles continued w/ different intensity. Early in morning, #Azerbaijan resumed its offensive operations, using artillery, armored vehicles, TOS
heavy artillery system. Armenian subdivisions have been firmly repelling encroachments of AZE subdivisions"
"256",2020-09-27,"MFAofArmenia","FM @ZMnatsakanyan: ""If #Azerbaijan is so “determined” to put blame on #Armenia, then I’m calling AZ to accept investigative, risk reduction, &amp; observation mechanisms for ceasefire violations, which they have been rejecting to cover their their bellicose &amp; aggressive intentions."" https://t.co/r4ZXj2MtPA"
"257",2020-09-27,"MFAofArmenia","FM @ZMnatsakanyan to @AJEnglish: ""Aggression is preplanned not just by #Azerbaijan but w/massive support of #Turkey which has its mil presence &amp; which has been showing its aggressive, unilateral support to Azerbaijan &amp; aggressive approach towards #Armenia which is disturbing."" https://t.co/YQF4wrhDLw"
"258",2020-09-27,"MFAofArmenia","I call on the international community to use all of its influence to halt any possible interference by Turkey, which will ultimately destabilize the situation in the region. This is fraught with the most devastating consequences for the South Caucasus and neighboring regions."
"259",2020-09-27,"MFAofArmenia","PM @NikolPashinyan:""#Turkey’s aggressive behavior, which had extremely dangerous manifestations during July events, is matter of serious concern. Turkey’s perseverance in such dangerous stance is fraught w/most devastating consequences for #SouthCaucasus &amp; neighboring regions."" https://t.co/NiVQZgCvCK"
"260",2020-09-27,"MFAofArmenia","PM @NikolPashinyan: ""#Armenophobia, enmity &amp; hatred w/which Azerbaijani dictatorship used to feed its ppl could not lead to any result other than war. #Azerbaijan dictatorship is now trying to justify its propaganda-fostered pledge to resolve #Karabakh conflict thrgh mil means."" https://t.co/G3gzrxgrWw"
"261",2020-09-27,"MFAofArmenia","At the decision of the Government, martial law and general mobilization is being declared in the Republic of #Armenia. I call on the personnel attached to the troops to present themselves to their district commissariats.

For the fatherland, for victory."
"262",2020-09-27,"MFAofArmenia","Recent aggressive statements of #Azerbaijan'i leadership, large-scale joint mil excercises w/#Turkey, as well as rejection of @osce PRCiO monitoring requests clearly indicate this aggression was pre-planned and constitutes large-scale provocation against regional peace &amp; securtiy"
"263",2020-09-27,"MFAofArmenia","Early this morning #Azerbaijan launched aggression against #NagornoKarabakh, targeting civilian population, shelling Stepanakert and surrounding areas. #Armenia strongly condemns this act. All responsibility for consequences is upon Azerbaijan military and political regime."
"264",2020-09-27,"MFAofArmenia","As a result of #Azerbaijan shelling a woman &amp; a child were killed in #Martuni region of #Artsakh/Karabakh, 2 civilians are wounded.
Some schools have been also targetted. There're other civilian casualties, too."
"265",2020-09-27,"MFAofArmenia","Spox of @MFAofArmenia Anna @naghdalyan: ""FM of #Armenia @ZMnatsakanyan is in constant touch with @OSCE Minsk Group Co-Chairmanship."""
"266",2020-09-27,"MFAofArmenia","We strongly condemn aggression of mil-political leadership of #Azerbaijan against Republic of #Artsakh. #Armenian sides will act confidently w/all their capacities to ensure security of ppl of Artsakh &amp; to deliver appropriate military &amp; political response.
https://t.co/5c1dH0MNg6"
"267",2020-09-27,"MFAofArmenia","#URGENT: #Azerbaijan has launched air attack and shelling against #Artsakh/#NagornoKarabakh. #Armenia'n side shot down two helicopters and three Unmanned aerial vehicle (#UAV) of the Azerbaijani side. 
#NKpeace #KarabakhNow"
